new_index,OpenFIGI_figi,OpenFIGI_name,OpenFIGI_ticker,OpenFIGI_exchCode,OpenFIGI_compositeFIGI,OpenFIGI_securityType,OpenFIGI_marketSector,OpenFIGI_shareClassFIGI,OpenFIGI_securityType2,OpenFIGI_securityDescription,OpenFIGI_uniqueID,OpenFIGI_uniqueIDFutOpt,IB_longName,IB_marketName,IB_secIdList,Origin_Name,Origin_Stock,Origin_Country
2814,BBG000BBYC08,CASINO GUICHARD PERRACHON,CO,FP,BBG000BBYB91,Common Stock,Equity,BBG001S67WF9,Common Stock,CO,,,CASINO GUICHARD PERRACHON,CO,FR0000125585,CASINO GUICHARD PERRACHON,CO,France
2815,BBG000BGNSG7,CASIO COMPUTER CO LTD,6952,JP,BBG000BGNSG7,Common Stock,Equity,BBG001S6BG96,Common Stock,6952,,,CASIO COMPUTER CO LTD,6952,JP3209000003,CASIO COMPUTER CO LTD,6952,Japan
2816,,,,,,,,,,,,,CASPIAN INTERNATIONAL OIL CO,CIOC,US14766L1089,CASPIAN INTERNATIONAL OIL CO,CIOC,
2817,BBG000DMZ5R7,CASPIAN SERVICES INC,CSSV,US,BBG000DMZ5R7,Common Stock,Equity,BBG001SJPQQ2,Common Stock,CSSV,,,CASPIAN SERVICES INC,NOINFO,US14766Q1076,CASPIAN SERVICES INC,CSSV,United States of America
2818,BBG000BCXN49,CASS INFORMATION SYSTEMS INC,CASS,US,BBG000BCXN49,Common Stock,Equity,BBG001S5VK42,Common Stock,CASS,,,CASS INFORMATION SYSTEMS INC,NMS,US14808P1093,CASS INFORMATION SYSTEMS INC,CASS,United States of America
2819,BBG003TRKXD3,CASSANDRA OIL AB,CSSOF,PQ,BBG003TRKWZ1,Common Stock,Equity,BBG001SM7S72,Common Stock,CSSOF,,,CASSANDRA OIL AB,CASO,SE0001234923,CASSANDRA OIL AB,CASO,
2820,BBG000BK9YW3,CASSAVA SCIENCES INC,SAVA,US,BBG000BK9YW3,Common Stock,Equity,BBG001SCKXX9,Common Stock,SAVA,,,CASSAVA SCIENCES INC,SCM,US14817C1071,CASSAVA SCIENCES INC,SAVA,United States of America
2821,BBG000NB65G4,CASSINA IXC LTD,2777,JP,BBG000NB65G4,Common Stock,Equity,BBG001S8FFV5,Common Stock,2777,,,CASSINA IXC LTD,2777,JP3212300002,CASSINA IXC LTD,2777,Japan
2822,BBG00GTVC251,CASSINI RESOURCES LTD,CZIEUR,XS,BBG00GTVC1P1,Common Stock,Equity,BBG0027KLM47,Common Stock,CZIEUR,,,CASSINI RESOURCES LTD,CZI,AU000000CZI9,CASSINI RESOURCES LTD,CZI,Australia
2823,BBG000P37LR2,CASSIUS MINING LTD,CMD,AU,BBG000P37LR2,Common Stock,Equity,BBG001SL6Y09,Common Stock,CMD,,,CASSIUS MINING LTD,CMD,AU000000CMD8,CASSIUS MINING LTD,CMD,Australia
2824,BBG000BRX5Y2,CASTELLUM AB,CAST,SS,BBG000BRX5L6,Common Stock,Equity,BBG001S9TC09,Common Stock,CAST,,,CASTELLUM AB,XETRA,SE0000379190,CASTELLUM AB,TEX,Germany
2825,BBG00191RN23,CASTILLO COPPER LTD,CCZ,AU,BBG00191RN23,Common Stock,Equity,BBG001TFZJV8,Common Stock,CCZ,,,CASTILLO COPPER LTD,CCZ,AU000000CCZ2,CASTILLO COPPER LTD,CCZ,Australia
2826,BBG000BXPVP1,CASTINGS PLC,CGS,LN,BBG000BXPVB6,Common Stock,Equity,BBG001S9DYC5,Common Stock,CGS,,,CASTINGS PLC,SET3,GB0001795680,CASTINGS PLC,CGS,United Kingdom
2827,BBG00HPSGC72,CASTLE BRANDS INC,ROX2EUR,XB,BBG00HPSGC63,Common Stock,Equity,BBG001SPH2J8,Common Stock,ROX2EUR,,,CASTLE BRANDS INC,ROX,US1484351002,CASTLE BRANDS INC,ROX,
2828,BBG000BZQ2X0,CASTLE GROUP INC,CAGU,US,BBG000BZQ2X0,Common Stock,Equity,BBG001S7KJP0,Common Stock,CAGU,,,CASTLE GROUP INC,NOINFO,US1484511076,CASTLE GROUP INC,CAGU,United States of America
2829,BBG000LJ74G1,CASTLE MINERALS LTD,C2O,GR,BBG000LJ74G1,Common Stock,Equity,BBG001SQ1Z91,Common Stock,C2O,,,CASTLE MINERALS LIMITED,CDT,AU000000CDT3,CASTLE MINERALS LIMITED,CDT,Australia
2830,BBG00JX5WGL6,CASTLIGHT HEALTH INC-B,CSLT1EUR,XB,BBG00JX5WGK7,Common Stock,Equity,BBG001T5TS83,Common Stock,CSLT1EUR,,,CASTLIGHT HEALTH INC-B,CSLT,US14862Q1004,CASTLIGHT HEALTH INC-B,CSLT,United States of America
2831,BBG00MVH6M13,CASTOR MARITIME INC,CASTOR,NS,BBG00MVH6LZ8,Common Stock,Equity,BBG00MVH6M31,Common Stock,CASTOR,,,CASTOR MARITIME INC,SCM,MHY1146L1258,CASTOR MARITIME INC,CTRM,United States of America
2832,BBG000FMC5Y2,CASTRO MODEL LTD,CAST,IT,BBG000FMC5S9,Common Stock,Equity,BBG001S8LK65,Common Stock,CAST,,,CASTRO MODEL LTD,CAST,IL0002800162,CASTRO MODEL LTD,CAST,Israel
2833,BBG000CPR251,CASTROL INDIA LTD,CSTRL,IN,BBG000CPR251,Common Stock,Equity,BBG001S831L0,Common Stock,CSTRL,,,CASTROL INDIA LTD,CASTROLIN,INE172A01027,CASTROL INDIA LTD,CASTROLIN,India
2834,BBG005XR47P5,CATALENT INC,CTLT,US,BBG005XR47P5,Common Stock,Equity,BBG005XR47N7,Common Stock,CTLT,,,CATALENT INC,CTLT,US1488061029,CATALENT INC,CTLT,United States of America
2835,BBG000C4M5K9,CATALYST BIOSCIENCES INC,HGF2,GR,BBG000C4M5K9,Common Stock,Equity,BBG001SDL5X7,Common Stock,HGF2,,,CATALYST BIOSCIENCES INC,SCM,US14888D2080,CATALYST BIOSCIENCES INC,CBIO,United States of America
2836,BBG000PP0V25,CATALYST METALS LTD,CYL,AU,BBG000PP0V25,Common Stock,Equity,BBG001SR7508,Common Stock,CYL,,,CATALYST METALS LTD,CYL,AU000000CYL6,CATALYST METALS LTD,CYL,Australia
2837,BBG000GZDC67,CATALYST PHARMACEUTICALS INC,CPRX,US,BBG000GZDC67,Common Stock,Equity,BBG001SRHS16,Common Stock,CPRX,,,CATALYST PHARMACEUTICALS INC,SCM,US14888U1016,CATALYST PHARMACEUTICALS INC,CPRX,United States of America
2838,BBG000GM16S8,CATANA GROUP,CATG,FP,BBG000GM16L5,Common Stock,Equity,BBG001SNYMH2,Common Stock,CATG,,,CATANA GROUP,CATG,FR0010193052,CATANA GROUP,CATG,France
2839,BBG005CHGKM1,CATCHMARK TIMBER TRUST INC-A,CTT,US,BBG005CHGKM1,REIT,Equity,BBG005CHGKN0,REIT,CTT,,,CATCHMARK TIMBER TRUST INC-A,CTT,US14912Y2028,CATCHMARK TIMBER TRUST INC-A,CTT,United States of America
2840,BBG000BDLRL2,CATERING INTL SERVICES,CTRG,FP,BBG000BDLR78,Common Stock,Equity,BBG001S6P0B3,Common Stock,CTRG,,,CATERING INTL SERVICES,CTRG,FR0000064446,CATERING INTL SERVICES,CTRG,France
2841,BBG000BF0K17,CATERPILLAR INC,CAT,US,BBG000BF0K17,Common Stock,Equity,BBG001S5PJ06,Common Stock,CAT,,,CATERPILLAR INC,CAT,US1491231015,CATERPILLAR INC,CAT,Germany
2842,BBG000C668L5,CATHAY GENERAL BANCORP,CATY,US,BBG000C668L5,Common Stock,Equity,BBG001S6PB10,Common Stock,CATY,,,CATHAY GENERAL BANCORP,NMS,US1491501045,CATHAY GENERAL BANCORP,CATY,United States of America
2843,BBG000J2Z5H6,CATHEDRAL ENERGY SERVICES LT,CET,CN,BBG000J2Z5H6,Common Stock,Equity,BBG001SG3WS7,Common Stock,CET,,,CATHEDRAL ENERGY SERVICES LT,CET,CA14916J1021,CATHEDRAL ENERGY SERVICES LT,CET,Canada
2844,,,,,,,,,,,,,CATLIN GROUP LTD,CGL,BMG196F11004,CATLIN GROUP LTD,CGL,
2845,BBG000GLPL10,CATO CORP-CLASS A,CO2A,GR,BBG000GLPL10,Common Stock,Equity,BBG001SD32N5,Common Stock,CO2A,,,CATO CORP-CLASS A,CATO,US1492051065,CATO CORP-CLASS A,CATO,United States of America
2846,BBG0027KQKB8,CATSKILL LITIGATION TRUST,CATKU,US,BBG0027KQKB8,Unit,Equity,BBG0027KQKC7,Unit,CATKU,,,CATSKILL LITIGATION TRUST,CATKU,US1493531040,CATSKILL LITIGATION TRUST,CATKU,
2847,BBG000BR6XR9,CAULDRON ENERGY LTD,UFX,GR,BBG000BR6XR9,Common Stock,Equity,BBG001SBL892,Common Stock,UFX,,,CAULDRON ENERGY LTD,CXU,AU000000CXU9,CAULDRON ENERGY LTD,CXU,Australia
2848,BBG000K4WS65,CAVCO INDUSTRIES INC,CVCO,US,BBG000K4WS65,Common Stock,Equity,BBG001SJQBM8,Common Stock,CVCO,,,CAVCO INDUSTRIES INC.,NMS,US1495681074,CAVCO INDUSTRIES INC.,CVCO,United States of America
2849,BBG000QM5LS0,CAVE INTERACTIVE CO LTD,3760,JP,BBG000QM5LS0,Common Stock,Equity,BBG001SN5FQ9,Common Stock,3760,,,CAVE INTERACTIVE CO LTD,3760,JP3281200000,CAVE INTERACTIVE CO LTD,3760,Japan
2850,BBG004PT8FF2,CAVERION OYJ,CAV1V,FH,BBG0045X2475,Common Stock,Equity,BBG0045X2484,Common Stock,CAV1V,,,CAVERION OYJ,XETRA,FI4000062781,CAVERION OYJ,CAV,Finland
2851,,,,,,,,,,,,,CAVICO CORP,CAVO,US14964V2051,CAVICO CORP,CAVO,
2852,BBG000RKMQJ3,CAVITATION TECHNOLOGIES INC,CVAT,US,BBG000RKMQJ3,Common Stock,Equity,BBG001ST9GV4,Common Stock,CVAT,,,CAVITATION TECHNOLOGIES INC,WTC,US14964W1045,CAVITATION TECHNOLOGIES INC,WTC,United States of America
2853,,,,,,,,,,,,,CAZA GOLD CORP,CZY,CA1497983082,CAZA GOLD CORP,CZY,
2854,BBG000BZ6S38,CAZALY RESOURCES LTD,CAZ,AU,BBG000BZ6S38,Common Stock,Equity,BBG001SD6Z04,Common Stock,CAZ,,,CAZALY RESOURCES LTD,CAZ,AU000000CAZ6,CAZALY RESOURCES LTD,CAZ,Australia
2855,BBG000BKT8B1,CB FINANCIAL SERVICES INC,CBFV,US,BBG000BKT8B1,Common Stock,Equity,BBG001S825Y8,Common Stock,CBFV,,,CB FINANCIAL SERVICES INC,NMS,US12479G1013,CB FINANCIAL SERVICES INC,CBFV,United States of America
2856,BBG000BL7LM2,CB GROUP MANAGEMENT CO LTD,9852,JP,BBG000BL7LM2,Common Stock,Equity,BBG001S6JJ74,Common Stock,9852,,,CB GROUP MANAGEMENT CO LTD,9852,JP3518400001,CB GROUP MANAGEMENT CO LTD,9852,Japan
2857,BBG000BVJ980,CB SCIENTIFIC INC,CBSC,US,BBG000BVJ980,Common Stock,Equity,BBG001S9YKD1,Common Stock,CBSC,,,CB SCIENTIFIC INC,CURRENT,US12506E1038,CB SCIENTIFIC INC,CBSC,United States of America
2858,BBG000DZX6K5,CBAK ENERGY TECHNOLOGY INC,CBAT,US,BBG000DZX6K5,Common Stock,Equity,BBG001SKK0H1,Common Stock,CBAT,,,CBAK ENERGY TECHNOLOGY INC,SCM,US14986C1027,CBAK ENERGY TECHNOLOGY INC,CBAT,United States of America
2859,BBG000FQD1Z0,CBIZ INC,CBZ,US,BBG000FQD1Z0,Common Stock,Equity,BBG001S8MB55,Common Stock,CBZ,,,CBIZ INC,CBZ,US1248051021,CBIZ INC,CBZ,United States of America
2860,BBG00FWL82D7,CBK HOLDINGS LTD,8428,HK,BBG00FWL82C8,Common Stock,Equity,BBG00FWL82F5,Common Stock,8428,,,CBK HOLDINGS LTD,8428,KYG1991R1442,CBK HOLDINGS LTD,8428,Hong Kong
2861,BBG000H7W1D3,CBLT INC,CBLT,CN,BBG000H7W1D3,Common Stock,Equity,BBG001T36618,Common Stock,CBLT,,,CBLT INC,CBLT,CA12507V1040,CBLT INC,CBLT,Canada
2862,BBG000QH56C1,CBOE GLOBAL MARKETS INC,CBOE,US,BBG000QH56C1,Common Stock,Equity,BBG001T71BP7,Common Stock,CBOE,,,CBOE GLOBAL MARKETS INC,CBOE,US12503M1080,CBOE GLOBAL MARKETS INC,CBOE,Mexico
2863,BBG00HZ69KP9,CBTX INC,CBTX,US,BBG00HZ69KP9,Common Stock,Equity,BBG00HZ69LD0,Common Stock,CBTX,,,CBTX INC,NMS,US12481V1044,CBTX INC,CBTX,United States of America
2864,BBG000BF5C47,CCA INDUSTRIES INC,CAWW,US,BBG000BF5C47,Common Stock,Equity,BBG001S5PKD9,Common Stock,CAWW,,,CCA INDUSTRIES INC,CURRENT,US1248671026,CCA INDUSTRIES INC,CAWW,United States of America
2865,BBG000FL7N17,CCL INDUSTRIES INC - CL B,CCL/B,CN,BBG000FL7N17,Common Stock,Equity,BBG001SBFGZ2,Common Stock,CCL/B,,,CCL INDUSTRIES INC - CL B,CCDBF,CA1249003098,CCL INDUSTRIES INC - CL B,CCDBF,
2866,BBG000BY2FL3,CCUR HOLDINGS INC,CCUR,US,BBG000BY2FL3,Common Stock,Equity,BBG001S5YB21,Common Stock,CCUR,,,CCUR HOLDINGS INC,LIMITED,US12509F2065,CCUR HOLDINGS INC,CCUR,United States of America
2867,BBG000BLRC95,CD INTERNATIONAL ENTERPRISES,CDIIQ,US,BBG000BLRC95,Common Stock,Equity,BBG001S6LQ93,Common Stock,CDIIQ,,,CD INTERNATIONAL ENTERPRISES,NOINFO,US12508A3077,CD INTERNATIONAL ENTERPRISES,CDIIQ,United States of America
2868,BBG000D03WZ2,CD PROJEKT SA,CDR,PW,BBG000D03WH2,Common Stock,Equity,BBG001SFXTV9,Common Stock,CDR,,,CD PROJEKT SA,CDR,PLOPTTC00011,CD PROJEKT SA,CDR,Poland
2869,,,,,,,,,,,,,CDEX INC-CLASS A SHARES,CDEX,US12507E2019,CDEX INC-CLASS A SHARES,CDEX,
2870,BBG0079100N6,CDK GLOBAL INC,CDKEUR,XS,BBG007910056,Common Stock,Equity,BBG006B6PVP7,Common Stock,CDKEUR,,,CDK GLOBAL INC,CDK,US12508E1010,CDK GLOBAL INC,CDK,Mexico
2871,BBG000P4DH10,CDL HOSPITALITY TRUSTS,CDHSF,US,BBG000P4DH10,Stapled Security,Equity,BBG001SQWTN5,Unit,CDHSF,,,CDL HOSPITALITY TRUSTS,J85,SG1T66931158,CDL HOSPITALITY TRUSTS,J85,Singapore
2872,BBG000L6P2D6,CDS CO LTD,2169,JP,BBG000L6P2D6,Common Stock,Equity,BBG001SPZ529,Common Stock,2169,,,CDS CO LTD,2169,JP3347040002,CDS CO LTD,2169,Japan
2873,BBG000G1JQ83,CDTI ADVANCED MATERIALS INC,CDTI,US,BBG000G1JQ83,Common Stock,Equity,BBG001S70910,Common Stock,CDTI,,,CDTI ADVANCED MATERIALS INC,LIMITED,US12514V2043,CDTI ADVANCED MATERIALS INC,CDTI,United States of America
2874,BBG000C0XMW5,CDW HOLDING LTD,CDW,SP,BBG000C0XMJ0,Common Stock,Equity,BBG001SDFHL1,Common Stock,CDW,,,CDW HOLDING LTD,BXE,BMG2022E1104,CDW HOLDING LTD,BXE,Singapore
2875,BBG000DB9F25,CE HOLDINGS CO LTD,4320,JP,BBG000DB9F25,Common Stock,Equity,BBG001SG82C5,Common Stock,4320,,,CE HOLDINGS CO LTD,4320,JP3346350006,CE HOLDINGS CO LTD,4320,Japan
2876,BBG000BXSSQ4,CEAPRO INC,CZO,CN,BBG000BXSSQ4,Common Stock,Equity,BBG001S9H4C7,Common Stock,CZO,,,CEAPRO INC,CZO,CA1499071076,CEAPRO INC,CZO,Canada
2877,BBG000CPSFJ6,CEAT LTD,CEAT,IN,BBG000CPSFJ6,Common Stock,Equity,BBG001S831P6,Common Stock,CEAT,,,CEAT LIMITED,CEATLTD,INE482A01020,CEAT LIMITED,CEATLTD,India
2878,,,,,,,,,,,,,CEB INC,CEB,US1251341061,CEB INC,CEB,
2879,BBG004KB42Q7,CEBU AIR INC-UNSPONSORED ADR,CEBUY,US,BBG004KB42Q7,ADR,Equity,BBG004KB43G6,Depositary Receipt,CEBUY,,,CEBU AIR INC-UNSPONSORED ADR,LIMITED,US14985R1005,CEBU AIR INC-UNSPONSORED ADR,CEBUY,United States of America
2880,,,,,,,,,,,,,CEC ENTERTAINMENT INC,CEC,US1251371092,CEC ENTERTAINMENT INC,CEC,
2881,BBG000P662V3,CECEP SOLAR ENERGY CO LT-A,591,CH,BBG000P662V3,Common Stock,Equity,BBG001SJW9Y3,Common Stock,591,,,CECEP SOLAR ENERGY CO LT-A,591,CNE0000000K1,CECEP SOLAR ENERGY CO LT-A,591,China
2882,,,,,,,,,,,,,CECIL BANCORP INC,CECBQ,US1498411081,CECIL BANCORP INC,CECBQ,United States of America
2883,BBG000BFG2J1,CECO ENVIRONMENTAL CORP,CECE,US,BBG000BFG2J1,Common Stock,Equity,BBG001S6PJV0,Common Stock,CECE,,,CECO ENVIRONMENTAL CORP,NMS,US1251411013,CECO ENVIRONMENTAL CORP,CECE,Germany
2884,BBG000BG92R8,CEDAR CO LTD,2435,JP,BBG000BG92R8,Common Stock,Equity,BBG001S7R3F9,Common Stock,2435,,,CEDAR CO LTD,2435,JP3351630003,CEDAR CO LTD,2435,Japan
2885,BBG000BFBH12,CEDAR REALTY TRUST INC,CDR,US,BBG000BFBH12,REIT,Equity,BBG001S5PMW4,REIT,CDR,,,CEDAR REALTY TRUST INC,CDR,US1506026053,CEDAR REALTY TRUST INC,CDR,United States of America
2886,BBG000DDCL79,CEDAR WOODS PROPERTIES LTD,CWP,AU,BBG000DDCL79,Common Stock,Equity,BBG001S87993,Common Stock,CWP,,,CEDAR WOODS PROPERTIES LIMITED,CWP,AU000000CWP1,CEDAR WOODS PROPERTIES LIMITED,CWP,Australia
2887,,,,,,,,,,,,,CEETOP INC,CTOP,US1508181021,CEETOP INC,CTOP,
2888,BBG000BK1G87,CEGEDIM SA,CGM,FP,BBG000BK1FW2,Common Stock,Equity,BBG001S6HWS4,Common Stock,CGM,,,CEGEDIM SA,CGM,FR0000053506,CEGEDIM SA,CGM,France
2889,,,,,,,,,,,,,CEI LTD,AVV,SG1AI5000004,CEI LTD,AVV,Singapore
2890,BBG000JYP7L8,CELANESE CORP,CE,US,BBG000JYP7L8,Common Stock,Equity,BBG001SJDDG5,Common Stock,CE,,,CELANESE CORP,CE,US1508701034,CELANESE CORP,CE,United States of America
2891,BBG00HKBW045,CELCUITY INC,CELC,US,BBG00HKBW045,Common Stock,Equity,BBG00HKBW054,Common Stock,CELC,,,CELCUITY INC,SCM,US15102K1007,CELCUITY INC,CELC,United States of America
2892,BBG000GW8T54,CELEBRITY FASHIONS LTD,CFLI,IN,BBG000GW8T54,Common Stock,Equity,BBG001SP1J35,Common Stock,CFLI,,,CELEBRITY FASHIONS LTD,CELEBRITY,INE185H01016,CELEBRITY FASHIONS LTD,CELEBRITY,India
2893,BBG000BK8Z60,CELESTIAL ASIA SECURITIES,1049,HK,BBG000BK8YY2,Common Stock,Equity,BBG001S7XDV2,Common Stock,1049,,,CELESTIAL ASIA SECURITIES,1049,BMG2007W1432,CELESTIAL ASIA SECURITIES,1049,Hong Kong
2894,BBG000M3FBT6,CELESTIAL BIOLABS LTD,CBIO,IN,BBG000M3FBT6,Common Stock,Equity,BBG001SQ7GV2,Common Stock,CBIO,,,CELESTIAL BIOLABS LTD,CELESTIAL,INE221I01017,CELESTIAL BIOLABS LTD,CELESTIAL,
2895,BBG000BPS2C3,CELESTICA INC,CLS,US,BBG000BPS2C3,Common Stock,Equity,BBG001S9CXM7,Common Stock,CLS,,,CELESTICA INC,CLS,CA15101Q1081,CELESTICA INC,CLS,Canada
2896,BBG000PYWG24,CELEXUS INC,CXUS,US,BBG000PYWG24,Common Stock,Equity,BBG001SPKZC8,Common Stock,CXUS,,,CELEXUS INC,CXUS,US15103Y1091,CELEXUS INC,CXUS,
2897,BBG00475SG42,CELL MEDX CORP,CMXC,US,BBG00475SG42,Common Stock,Equity,BBG00475SGW1,Common Stock,CMXC,,,CELL MEDX CORP,CMXC,US15115X1072,CELL MEDX CORP,CMXC,United States of America
2898,BBG0046WCSY2,CELL SOURCE INC,CLCS,US,BBG0046WCSY2,Common Stock,Equity,BBG0046WCTP0,Common Stock,CLCS,,,CELL SOURCE INC,CURRENT,US15114L1044,CELL SOURCE INC,CLCS,United States of America
2899,BBG000K7PB63,CELLCOM ISRAEL LTD,CELJF,US,BBG000K7PB63,Common Stock,Equity,BBG001SSP7N7,Common Stock,CELJF,,,CELLCOM ISRAEL LTD,CEL,IL0011015349,CELLCOM ISRAEL LTD,CEL,Israel
2900,BBG000D8VHN0,CELLDEX THERAPEUTICS INC,TCE2,GR,BBG000D8VHN0,Common Stock,Equity,BBG001S7QN20,Common Stock,TCE2,,,CELLDEX THERAPEUTICS INC,SCM,US15117B2025,CELLDEX THERAPEUTICS INC,CLDX,United States of America
2901,BBG000G9WFQ5,CELLECTAR BIOSCIENCES INC,CLRB,US,BBG000G9WFQ5,Common Stock,Equity,BBG001SNWCK2,Common Stock,CLRB,,,CELLECTAR BIOSCIENCES INC,SCM,US15117F8077,CELLECTAR BIOSCIENCES INC,CLRB,United States of America
2902,BBG000BFWPS2,CELLECTIS,ZVA,GR,BBG000BFWPS2,Common Stock,Equity,BBG001S9FQ03,Common Stock,ZVA,,,CELLECTIS,ALCLS,FR0010425595,CELLECTIS,ALCLS,France
2903,BBG000DFN3D5,CELLNET GROUP LTD,CLT,AU,BBG000DFN3D5,Common Stock,Equity,BBG001SDCBN5,Common Stock,CLT,,,CELLNET GROUP LTD,CLT,AU000000CLT6,CELLNET GROUP LTD,CLT,Australia
2904,BBG008G74Z89,CELLNEX TELECOM SA,CLNX,SM,BBG008G74Z89,Common Stock,Equity,BBG008G74ZH9,Common Stock,CLNX,,,CELLNEX TELECOM SA,CLNXN,ES0105066007,CELLNEX TELECOM SA,CLNXN,Mexico
2905,BBG000QB3PK5,CELLSEED INC,7776,JP,BBG000QB3PK5,Common Stock,Equity,BBG001T6S074,Common Stock,7776,,,CELLSEED INC,7776,JP3423530009,CELLSEED INC,7776,Japan
2906,BBG008HBGWF5,CELLULAR BIOMEDICINE GROUP I,CBMGEUR,XS,BBG008HBGVY6,Common Stock,Equity,BBG001SQVHF1,Common Stock,CBMGEUR,,,CELLULAR BIOMEDICINE GROUP I,CBMG,US15117P1021,CELLULAR BIOMEDICINE GROUP I,CBMG,United States of America
2907,,,,,,,,,,,,,CELLYNX GROUP INC,CYNX,US15117L1017,CELLYNX GROUP INC,CYNX,
2908,BBG000BJJGT8,CELSION CORP,CLSN,US,BBG000BJJGT8,Common Stock,Equity,BBG001S6FLZ2,Common Stock,CLSN,,,CELSION CORP,SCM,US15117N6022,CELSION CORP,CLSN,United States of America
2909,BBG000NY37X4,CELSIUS HOLDINGS INC,CELH,US,BBG000NY37X4,Common Stock,Equity,BBG001SQSKT3,Common Stock,CELH,,,CELSIUS HOLDINGS INC,SCM,US15118V2079,CELSIUS HOLDINGS INC,CELH,United States of America
2910,BBG000BWRDF2,CELSIUS RESOURCES LTD,CLA,AU,BBG000BWRDF2,Common Stock,Equity,BBG001SGD140,Common Stock,CLA,,,CELSIUS RESOURCES LTD,CLA,AU000000CLA6,CELSIUS RESOURCES LTD,CLA,Australia
2911,,,,,,,,,,,,,CELTIC MINERALS LTD,CWE,CA15118L1004,CELTIC MINERALS LTD,CWE,
2912,BBG0015QF8P3,CEMBRA MONEY BANK AG,CMBN,SW,BBG0015QF8P3,Common Stock,Equity,BBG001TC3238,Common Stock,CMBN,,,CEMBRA MONEY BANK AG,GEH,CH0225173167,CEMBRA MONEY BANK AG,GEH,Germany
2913,BBG000BVVFW5,CEMBRE SPA,CMB,IM,BBG000BVVFG3,Common Stock,Equity,BBG001S9ZJY0,Common Stock,CMB,,,CEMBRE SPA,CMB,IT0001128047,CEMBRE SPA,CMB,Italy
2914,,,,,,,,,,,,,CEMEDINE CO LTD,4999,JP3423400005,CEMEDINE CO LTD,4999,Japan
2915,BBG000BGF736,CEMEX SAB-A,CEMEXA,MM,BBG000BGF736,Common Stock,Equity,BBG001S74WZ8,Common Stock,CEMEXA,,,CEMEX SAB-A,CEMEXA,MXP 225612300.00,CEMEX SAB-A,CEMEXA,Mexico
2916,BBG000GC6D82,CEMTREX INC,CETX,US,BBG000GC6D82,Common Stock,Equity,BBG001SJX829,Common Stock,CETX,,,CEMTREX INC,SCM,US15130G6008,CEMTREX INC,CETX,United States of America
2917,BBG00FFJZQ20,CENERGY HOLDINGS SA,CENER,BB,BBG00FFJZQ11,Common Stock,Equity,BBG00FFJZQ48,Common Stock,CENER,,,CENERGY HOLDINGS SA,CENER,BE0974303357,CENERGY HOLDINGS SA,CENER,Belgium
2918,BBG000CZVQ06,CENKOS SECURITIES PLC,CNKS,LN,BBG000CZVPT7,Common Stock,Equity,BBG001SM9GP6,Common Stock,CNKS,,,CENKOS SECURITIES PLC,ASQ1,GB00B1FLHR07,CENKOS SECURITIES PLC,CNKS,United Kingdom
2919,BBG000FT86F1,CENOVUS ENERGY INC,CVE,CN,BBG000FT86F1,Common Stock,Equity,BBG001T2PJV8,Common Stock,CVE,,,CENOVUS ENERGY INC,CVE,CA15135U1093,CENOVUS ENERGY INC,CVE,United States of America
2920,BBG000CHBFL9,CENTAMIN PLC,7CT,GR,BBG000CHBFL9,Common Stock,Equity,BBG001S6JR58,Common Stock,7CT,,,CENTAMIN PLC,STMM,JE00B5TT1872,CENTAMIN PLC,CEY,United Kingdom
2921,BBG000BLYDQ6,CENTAUR MEDIA PLC,CAU,LN,BBG000BLYCW1,Common Stock,Equity,BBG001S9B5T2,Common Stock,CAU,,,CENTAUR MEDIA PLC,SSQ3,GB0034291418,CENTAUR MEDIA PLC,CAU,United Kingdom
2922,BBG000BQ5SK0,CENTAURUS METALS LTD,CTM,AU,BBG000BQ5SK0,Common Stock,Equity,BBG001S6H549,Common Stock,CTM,,,CENTAURUS METALS LTD,CTM,AU000000CTM4,CENTAURUS METALS LTD,CTM,Australia
2923,BBG000BDXCJ5,CENTENE CORP,CNC,US,BBG000BDXCJ5,Common Stock,Equity,BBG001S6T7Q8,Common Stock,CNC,,,CENTENE CORP,CNC,US15135B1017,CENTENE CORP,CNC,Mexico
2924,BBG00CNYBQ76,CENTENNIAL RESOURCE DEVELO-A,CDEV,US,BBG00CNYBQ76,Common Stock,Equity,BBG00D61Y2G3,Common Stock,CDEV,,,CENTENNIAL RESOURCE DEVELO-A,SCM,US15136A1025,CENTENNIAL RESOURCE DEVELO-A,CDEV,United States of America
2925,BBG006R0D528,CENTER INTERNATIONAL GROUP-A,603098,CH,BBG006R0D528,Common Stock,Equity,BBG006R0D537,Common Stock,603098,,,CENTER INTERNATIONAL GROUP-A,603098,CNE100002GL5,CENTER INTERNATIONAL GROUP-A,603098,China
2926,BBG000FDBX90,CENTERPOINT ENERGY INC,CNP,US,BBG000FDBX90,Common Stock,Equity,BBG001SB10S0,Common Stock,CNP,,,CENTERPOINT ENERGY INC,CNP,US15189T1079,CENTERPOINT ENERGY INC,CNP,Germany
2927,BBG000PWGV23,CENTERRA GOLD INC,CG,CN,BBG000PWGV23,Common Stock,Equity,BBG001SLVFY5,Common Stock,CG,,,CENTERRA GOLD INC,XETRA,CA1520061021,CENTERRA GOLD INC,GOU,Germany
